user_id,age,payment_method,support_contacts_last_30_days,items_sold_last_30_days,churned
869,40,credit_card,4,111,0
870,41,credit_card,0,175,0
871,41,credit_card,2,49,1
872,37,credit_card,1,185,0
873,37,credit_card,1,165,0
874,38,credit_card,2,99,0
875,39,credit_card,1,47,0
876,40,credit_card,2,66,0
877,44,credit_card,2,130,0
878,42,credit_card,2,81,0
879,40,credit_card,1,2,0
880,35,credit_card,1,47,0
881,36,credit_card,4,186,0
882,41,credit_card,3,177,0
883,39,credit_card,0,179,0
884,38,credit_card,1,199,0
885,42,credit_card,4,184,0
886,39,credit_card,0,135,0
887,41,credit_card,2,45,0
888,41,credit_card,3,157,0
889,41,credit_card,0,137,0
890,39,credit_card,1,173,1
891,39,credit_card,3,123,0
892,38,credit_card,4,58,0
893,38,credit_card,1,84,0
894,40,credit_card,4,67,0
895,39,credit_card,2,46,0
896,41,credit_card,1,186,0
897,41,credit_card,2,139,0
898,37,credit_card,3,114,0
899,40,credit_card,0,157,0
900,41,credit_card,0,83,0
901,43,credit_card,1,16,0
902,39,credit_card,3,85,0
903,39,credit_card,4,21,0
904,35,credit_card,3,48,0
905,39,credit_card,3,39,1
906,38,credit_card,0,80,0
907,39,credit_card,0,158,0
908,39,credit_card,0,142,1
909,39,credit_card,3,0,0
910,43,credit_card,0,194,0
911,39,credit_card,3,157,0
912,38,credit_card,2,33,0
913,38,credit_card,4,154,0
914,40,credit_card,2,107,1
915,40,credit_card,3,155,0
916,38,credit_card,4,59,0
917,38,credit_card,1,63,0
918,39,credit_card,1,58,0
919,38,credit_card,3,47,0
920,37,credit_card,2,30,0
921,35,credit_card,2,32,0
922,42,credit_card,0,52,0
923,37,credit_card,0,179,0
924,39,credit_card,2,95,0
925,36,credit_card,2,153,0
926,36,credit_card,4,91,0
927,37,credit_card,4,31,0
