id,created_on,operation,property_type,country_name,state_name,lat_lon,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2
8a90c9fa74197df87a7f4aff7ac7873f8576ea53,2014-09-26,sell,house,Argentina,Córdoba,"-31.3928772,-64.1471481",289,185,345.98615916955015
503665c56bd8527e01d3c88fcef9d2c057dc089d,2014-07-23,sell,apartment,Argentina,Córdoba,"-31.4109917,-64.1643344",84,77,1043.372738095238
adadee698780c125025cdbce74cc7f310e13542f,2014-10-06,sell,house,Argentina,Córdoba,"-31.2746260642,-64.2927789878",1900,300,200.0
32d71be0d6a340860f414e08a79db1d1533b9e40,2014-12-23,sell,house,Argentina,Córdoba,"-31.3407511,-64.2722453",377,190,346.04103448275862
35e43eba7a7f18d63d34007254857000922a0fe2,2014-12-23,sell,house,Argentina,Córdoba,"-31.4332333,-64.1497498",1000,400,115.75562
070143782e89ee5900774dc0d8695e49cd854cbb,2014-11-27,sell,apartment,Argentina,Córdoba,"-31.4028490022,-64.2212755352",53,53,558.19981132075475
cdfb9f8739f91d34c0cc563132cbf614fa52d202,2014-07-22,sell,house,Argentina,Córdoba,"-31.2579686355,-64.4529952629",68,60,849.354705882353
802d22d2ee67e16da2e5768bb1c4d540eb9077aa,2014-12-03,sell,house,Argentina,Córdoba,"-31.4169646,-64.2075523",250,270,740.0
0749eb348f5f824c6dd86aff06c5e664d31f7271,2014-07-14,sell,house,Argentina,Córdoba,"-31.3790971,-64.2254192",249,240,950.81277108433733
ee7f77ee58034c2f5d02ba69c7e11dca3c1bccf1,2014-12-04,sell,house,Argentina,Córdoba,"-31.3761425687,-64.2417270643",1800,315,250.0
1ea863b0632f972564211048183c422ee52294d5,2014-11-07,sell,apartment,Argentina,Córdoba,"-31.4117431629,-64.1686968315",66,66,676.92621212121207
237cdd5a2e34e4726e23b2438e78b1d832f482a0,2014-10-16,sell,house,Argentina,La Rioja,"-29.4134538,-66.8564579",250,,142.68364000000003
1937f50d15e856b06923f4628e8868c2bbe97df8,2014-07-17,sell,store,Argentina,Misiones,"-27.4838337,-55.8298629",358,,245.30734636871509
40136f857da3499cf79bcda326dad615bdb1bd91,2014-09-22,sell,house,Argentina,Neuquén,"-38.952444,-68.064139",330,220,957.3012727272727
1d9dd71ff9a05b353601bfa7b78d05ea109d03f7,2014-08-16,sell,house,Argentina,San Luis,"-33.3093987,-66.3433609",1560,80,18.592628205128204
fd3115ad50c90a5eedf0c10575ae07bd13750eb1,2014-08-16,sell,house,Argentina,San Luis,"-33.6707637,-65.4596152",140,140,564.20671428571427
55428c2726455e60a7447d3d9f745885c57e12e9,2014-09-19,sell,house,Argentina,Entre Ríos,"-32.4766270746,-58.2427468239",155,70,438.08741935483874
abea9efd83d05d1607ceeea148f09a24a46536e8,2014-11-07,sell,house,Argentina,Salta,"-24.8003464,-65.4077377",116,100,578.793448275862
bebe6a555a4bc6bb812f6163b88f22bc7ee10b42,2014-10-19,sell,house,Argentina,Salta,"-38.416097,-63.616672",250,200,199.0974
f9b4d5b7aac52c57000921a80258d33a793f833d,2014-10-11,sell,house,Argentina,Córdoba,"-38.416097,-63.616672",890,120,55.926235955056178
faa66eca24124394fd38f8be87e8465b5818c625,2014-09-14,sell,apartment,Argentina,Capital Federal,"-34.609642,-58.418654",58,,2051.7241379310344
d2a569070c3373a71f619a3e55f06f5d3de5eeab,2014-08-12,sell,apartment,Argentina,Capital Federal,,122,109,2131.1475409836066
03b90df07907d8b23254d42617b10b96a22567b0,2014-08-15,sell,apartment,Argentina,Capital Federal,"-34.59733,-58.4051",28,28,2675.0
fd371605ad73cdb1111397c3201853442bbba15e,2014-07-01,sell,house,Argentina,Capital Federal,,314,280,1528.6624203821657
d9255e4234b297384371a8fb116c043aff2364cd,2014-12-19,sell,apartment,Argentina,Capital Federal,"-34.5948419,-58.3932157",68,68,3233.8235294117649
b73c9b6b11c4bf9e75f91c25bd60a9b186e68810,2014-09-23,sell,house,Argentina,Formosa,,1250,1213,407.40387999999996
c391bdb85bbb9f54a37964ca4609727d5a0fb27a,2014-07-28,sell,apartment,Argentina,La Rioja,"-31.4979103,-66.712915",670,,23.658716417910448
3803a0eb0d1879f4b46813f8faa20c25b0315d48,2014-08-14,sell,house,Argentina,Mendoza,"-32.90783,-68.8253128",173,100,4027.445433526012
756b7c96b93baa20d2fe70d26c5ef295af3b4331,2014-08-14,sell,house,Argentina,Mendoza,"-32.90783,-68.8253128",173,100,4027.445433526012
96dc377b14eaf2dee5fcdbc07ef790f6d1d5257b,2014-08-14,sell,house,Argentina,Mendoza,"-32.90783,-68.8253128",173,100,4223.4546242774568
a8e0e0f6d733a6dfb665bb7e5330efc1c8398f43,2014-11-10,sell,house,Argentina,Misiones,"-27.480077,-55.11635",700,96,162.83362857142856
dc14ab6c302f4b2e66e4509b92db0083e7657e40,2014-07-04,sell,house,Argentina,Córdoba,"-31.4852865251,-64.532164184",702,100,140.78088319088317
aa928a2328ef7ba9c543a2f77dcc4beca4e1249c,2014-11-27,sell,house,Argentina,Córdoba,,675,147,171.4898074074074
f1b7d443036b3005b6c7a28a0697986e1fc5c4d8,2014-07-22,sell,house,Argentina,Córdoba,,1030,151,64.767339805825245
8d049bdfdfad2e21e25e3e7235a2907801a713ce,2014-07-11,sell,house,Argentina,Córdoba,"-31.4043257,-64.4792369",230,50,236.83721739130434
e7402e5fd9fccea4bc11bddd4fb5cdc320b16c17,2014-07-22,sell,house,Argentina,Córdoba,"-31.4202675,-64.6214281",600,200,67.677183333333332
3bc27395e6ee62ce0ca78c4892d584a549d7e286,2014-10-29,sell,house,Argentina,Córdoba,"-31.4202675,-64.6214281",890,120,71.69652808988765
4b59668e8e134beb2c5f75d3807ce5987005d26c,2014-07-22,sell,house,Argentina,Córdoba,"-31.4261827,-64.4998506",550,160,158.2064
10c60476a861bd72ecf44d868c7d1e14d8048b40,2014-07-22,sell,house,Argentina,Córdoba,"-31.4106977,-64.4824287",650,150,49.084538461538465
647f80f7348a6181400de580fc89d7f594e2b3b1,2014-10-18,sell,house,Argentina,Córdoba,"-31.4304256,-64.1315079",421,90,213.44774346793349
3290a7ca6ad53d243a86ade235f8a0b60e862c70,2014-07-22,sell,house,Argentina,Córdoba,"-31.4202675,-64.6214281",201,75,342.0522885572139
001e4db2480dc077d3745b849a5e87684f666d2b,2014-12-23,sell,house,Argentina,Córdoba,"-31.4304256,-64.1315079",1500,285,150.0
17daab29904850af7d83c75ecbbe660fb6148767,2014-12-23,sell,apartment,Argentina,Córdoba,"-31.3333302,-64.5999985",76,65,869.79671052631579
44bdcb75baf83149bcdb9abe613054f8ec12a452,2015-01-21,sell,house,Argentina,Córdoba,"-31.4181895812,-64.4861801391",750,190,260.68942666666669
687fe2cea3090f6afc411cc325f7e80458b27cd0,2014-10-22,sell,house,Argentina,Córdoba,"-31.421767026,-64.4864533405",500,180,330.0
bbcd095140a74b09a783edf32d1eca7c6dad5475,2015-01-05,sell,house,Argentina,Córdoba,"-30.8744002513,-64.524809732",420,80,152.34842857142857
80a6701d222a29628a6834323d1d8dd9544eecaf,2014-07-21,sell,apartment,Argentina,Córdoba,"-31.4166964022,-64.4911681217",170,95,682.4589411764706
ef62a46445071e7cf98d1e068e2ea1d6315b99e5,2014-07-29,sell,apartment,Argentina,Córdoba,"-31.4266806,-64.4974968",600,70,72.511266666666671
0c172d2cc4cd3a59e31da21db9b8f855d5439349,2014-10-01,sell,house,Argentina,Córdoba,"-31.4207948,-64.4883095",2000,299,220.0
e618d2ebc8c4c18a870dc81c486aa4d72f19aa4a,2014-10-24,sell,house,Argentina,Córdoba,"-31.4304256,-64.1315079",450,80,103.12713333333333
43961e3cf73c197621ec3061f9db7aa3b1adaef1,2014-10-21,sell,apartment,Argentina,Córdoba,"-31.4202675,-64.6214281",119,90,701.95781512605038
78ad23311f4a1653658485adc5331b104d1ac6e6,2014-12-23,sell,house,Argentina,Córdoba,"-31.408798,-64.5059886",500,200,557.29554000000007
30d40208cabcfe847aba6711b48c4395ed825cf4,2014-12-23,sell,house,Argentina,Córdoba,"-31.4847009696,-64.5314775385",1115,130,84.810896860986546
b04cde958fb24b61e3237f2ac13bfbe3eaa70248,2014-12-23,sell,house,Argentina,Córdoba,"-31.4316994,-64.4957741",650,250,385.55053846153845
fd5b7b04def2f37cf66f42f81651e191e6d83b78,2014-12-23,sell,house,Argentina,Córdoba,"-34.615974,-58.438168",92,60,799.81228260869557
2d7470414a24f9313c87e2820f412b60ed8e6fa9,2014-12-23,sell,house,Argentina,Córdoba,"-31.4316994,-64.4957741",600,121,245.27576666666664
210fd7d1cab5b4707d2703658dfe151bd7327837,2014-07-17,sell,store,Argentina,Misiones,"-27.4838337,-55.8298629",10000,,26.049958
5afbf94f1bbdfe71ca6b425d5a78b33e3ee6394f,2014-07-17,sell,house,Argentina,Misiones,"-27.3610000644,-55.8971738778",225,,923.14364444444448
5020ad943b39a783e7af87e2ab9afe75cebdba76,2014-10-11,sell,apartment,Argentina,Misiones,"-27.397005,-55.907688",77,56,691.2397402597403
15ae185f46d703dd5b67c9745f8c9b3183302926,2014-07-17,sell,store,Argentina,Misiones,"-27.3621374,-55.9008746",76,,2248.8328947368418
b93ca952f2e0c153c0c7d539ee002ea3e0615f18,2014-12-11,sell,house,Argentina,Misiones,"-27.3621374,-55.9008746",180,,156.31627777777777
154067503d434e11a63beca1ba799dd7dd55e464,2014-07-17,sell,house,Argentina,Misiones,"-27.3616447,-55.9208107",225,,258.47306666666668
8c85b6f9419da7947e0f3dbc341a4e52c10ab908,2014-11-13,sell,apartment,Argentina,Misiones,"-27.3709934565,-55.8975344936",112,112,1504.5318750000001
a89456ba7bbb1fe96bdc574b97b4ce33421ad650,2014-07-17,sell,house,Argentina,Misiones,"-27.3651927137,-55.9445562768",230,230,214.17860869565217
510fa3ff57ed24946d055740f76ff9494c941003,2014-07-17,sell,store,Argentina,Misiones,"-27.3775819989,-55.8991257997",360,360,16866.126944444444
63ac7f21bbaf7581a17d65f1670ec22175e2650c,2014-07-17,sell,house,Argentina,Misiones,"-27.3584137,-55.8913498",430,,1148.7327674418605
e7c56d6591f9e7ed799145a3e3b04621313f1aa2,2014-09-11,sell,house,Argentina,Misiones,"-27.3880711,-55.9271736",1345,220,128.65653531598514
9ac713f322ca975c9b0dcfe92441b28b7fc7124c,2014-11-04,sell,house,Argentina,Misiones,"-34.626124,-58.385952",363,,187.90966942148762
e68a3496030aae45fe1a98da81093400a17f2e1e,2014-09-07,sell,apartment,Argentina,Misiones,"-38.416097,-63.616672",10,10,2521.9
7a5ccfbd0b91c4589278b26f1136247a63631972,2014-07-17,sell,apartment,Argentina,Misiones,"-27.3635285503,-55.8889334055",115,,1258.452
e38152a9bfe1e2b8e8f9a22560f58787f9681e21,2014-08-27,sell,house,Argentina,Misiones,"-27.3877735,-55.9080176",339,,254.53533923303834
e0514368983fe5e356cbb565f961d1e3f8cbb7e5,2014-09-13,sell,house,Argentina,Misiones,"-27.459856473,-55.8486037107",880,,106.5792840909091
44466786ad3b7770bc3a740473ebecbae8764cf8,2015-01-11,sell,house,Argentina,Misiones,"-27.4304619,-55.9458389",504,,349.05309523809524
066a53d5fd1c71512e5dea206d4868839ea769b1,2014-07-17,sell,apartment,Argentina,Misiones,"-27.3621374,-55.9008746",74,,1467.1590540540542
69925671bae596c7ce7e9c8e9fd18f5bf27ec145,2014-07-17,sell,house,Argentina,Misiones,"-27.3911764164,-55.8992867323",345,,453.5160579710145
50acd7d458fa578e91b4db93c78dd83e674ca818,2014-07-17,sell,store,Argentina,Misiones,"-27.4707849629,-55.744662747",3750,,43.178824
4a38c73b9d6c34b97f2fb225e81aabe3a46ae634,2014-07-17,sell,store,Argentina,Misiones,"-27.3685533415,-55.897652636",250,,1554.23056
5f8ba50018bb331205abce251bbf06409d3c2c60,2014-07-17,sell,store,Argentina,Misiones,"-27.365075143,-55.8975915953",126,,1688.8468253968256
0a538b321946f5bbd27c8d5c633eb1a4f3194204,2014-12-01,sell,house,Argentina,Misiones,,258,70,118.43135658914728
87bdfabd7dedb48bde23bf610c1d47c4d4f151b6,2014-07-17,sell,apartment,Argentina,Misiones,"-27.3645911673,-55.8892536466",115,,1441.7233913043478
03a990642f73e85818e4aaaf1fd2f4f140898c4e,2014-11-13,sell,apartment,Argentina,Misiones,"-27.3709934565,-55.8975344936",76,76,933.31
5ee7c2c3e9fcb17b7fbe4da9d8d3198992f592b9,2015-01-17,sell,house,Argentina,Misiones,"-27.381158,-55.8970892",144,129,629.025763888889
b23315903a8ad387108e002bdeceff97f853df1d,2014-09-11,sell,house,Argentina,Misiones,"-27.3911934,-55.8988609",800,700,1062.5
74d5d84edab9d589bd48cfd3f24e251a170bd728,2014-12-02,sell,house,Argentina,Misiones,"-27.387831,-55.913832",340,170,620.32685294117653
890acae194718e7d5cd704a814c012af87b2cdc0,2014-09-11,sell,house,Argentina,Misiones,"-27.3675652,-55.8970108",470,,1034.6082553191488
bb8a3e15ebf94e96fb5bb11e12f596ff1a270d14,2014-07-17,sell,house,Argentina,Misiones,,264,,106.01988636363636
ad9a4f863fd4f17f571ddd5107efcc3b493e664d,2014-07-17,sell,apartment,Argentina,Misiones,,28,27,2194.355357142857
48fa6d7027bd47f9bfce562134c92f926257d488,2014-08-11,sell,house,Argentina,Misiones,"-27.3786395083,-55.943017468",360,350,346.63666666666666
46a85cbc779a909ab9b3ff6e782db140ff1cf660,2014-07-17,sell,house,Argentina,Misiones,"-27.3851558293,-55.9228901716",230,,167.51121739130434
ec29defb816190c9f636654a4750775810180deb,2014-11-11,sell,house,Argentina,Misiones,"-27.3661423,-55.9240761",1036,270,126.30041505791506
f26b454cfd3876d13c0cbe96d5ff6c325aca70dc,2014-07-17,sell,house,Argentina,Misiones,"-27.3711224,-55.9269638",408,150,352.67465686274511
94c2650e26bda8d5a405e77a53d5b3a52e79c3cd,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",31,31,1553.1445161290324
090dd24a71f3e84a65b52a80f656f023b632fce9,2014-08-20,sell,apartment,Argentina,Santa Fe,"-32.9556963,-60.6363391",53,37,1311.7286792452828
6f7d6e4d2100481b4c5af75c62959cc0d041166b,2014-09-01,sell,house,Argentina,Santa Fe,"-32.957523,-60.6258765",210,290,1714.2857142857142
2c56eb2e69658de8f85dc9712bc3c99c721959aa,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",28,25,1171.6460714285713
5e2c691d84411cba98aad7dc93a2be29c0e2fac0,2015-01-06,sell,apartment,Argentina,Santa Fe,"-32.9552678,-60.631636",46,46,1356.9063043478261
b87941793b1c5eeb880149ace83b8c66c2f853c2,2014-07-14,sell,house,Argentina,Santa Fe,"-32.9645219,-60.6265576",260,,656.23907692307694
65d7231a504648ac05a05a4b37c272e215861331,2014-08-20,sell,apartment,Argentina,Santa Fe,"-33.0024335,-60.6701991",27,27,874.43185185185189
a7150174a4de47cac90c8e814eab543b74be4a9a,2014-11-27,sell,apartment,Argentina,Santa Fe,"-32.9498099,-60.656005",75,75,1970.8533333333332
2cff23e914b450817225e0d621b6b34c8649ca38,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",74,34,517.37756756756755
5f7f6a2600c7825b6302b252d1852980890b23db,2014-09-08,sell,apartment,Argentina,Santa Fe,"-32.9494976,-60.6357891",37,40,1855.581081081081
231b01f3772ff3c5c613141645f349219bfeb082,2014-08-06,sell,apartment,Argentina,Santa Fe,"-32.9418888,-60.6399881",25,25,1530.68
3264fefcc16588179ef2aa0a35bffd65cf678990,2014-11-27,sell,house,Argentina,Santa Fe,"-32.9713024,-60.6559696",81,120,1084.8575308641975
ee1c6c473c389fc07cec030bbdaaa0f1483c8aed,2014-08-20,sell,apartment,Argentina,Santa Fe,"-33.0024335,-60.6701991",41,41,1106.4156097560976
6dec5fba43884566539ebd04af2eca57d69223fd,2014-07-21,sell,apartment,Argentina,Santa Fe,"-32.9525549,-60.6309621",25,25,3114.2076
01006291ada8db000354bca30de24f1d3a22c1ea,2014-08-20,sell,apartment,Argentina,Santa Fe,"-33.0024335,-60.6701991",32,32,861.07125
50bb0d4f46c057046be8346dc2904e9eb92d05b9,2014-07-23,sell,apartment,Argentina,Santa Fe,"-32.9558811,-60.6363503",63,56,2303.7892063492063
43db7b0d376d4e273fd19d44a493781256d2f45b,2014-10-14,sell,apartment,Argentina,Santa Fe,"-32.9411826,-60.6470401",89,58,1286.5168539325844
331c2121ce33bd33de175ffcd4f893b676c190a0,2014-07-23,sell,apartment,Argentina,Santa Fe,"-32.9558811,-60.6363503",63,55,1902.5147619047618
86899968efdf6507db8ef44c4b00bcb8fc813a08,2014-08-06,sell,apartment,Argentina,Santa Fe,"-32.9418888,-60.6399881",25,25,1528.0
b8531c059eed969d160a84b7539b132add185bc0,2014-10-18,sell,apartment,Argentina,Santa Fe,"-32.9310759,-60.6588099",144,117,2306.5486111111113
19fd4c3553e2a78f9a3534971bfc481c28132700,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",32,23,1123.924375
12830afe6c805981ab88bfed026a4ef10504503c,2014-08-06,sell,apartment,Argentina,Santa Fe,"-32.9418888,-60.6399881",25,25,1536.0
b9f4790dd640b5824362c93296d8bfafaedc1ffe,2014-07-30,sell,apartment,Argentina,Santa Fe,"-32.9403245,-60.6752735",62,,775.985
2806d8c5918d6f095e5ead1d69d3eb6e380163fb,2014-10-22,sell,house,Argentina,Santa Fe,"-32.9481595,-60.6356721",122,,1624.1136065573769
011614a0397eb8c524857ae370f62ca6b2befce7,2014-08-06,sell,apartment,Argentina,Santa Fe,"-32.9418888,-60.6399881",28,25,1342.8571428571429
68bfd68f0c56a47b77956bea3dd8ce55e6e50ba5,2014-10-08,sell,apartment,Argentina,Santa Fe,"-32.9407422,-60.6640654",33,30,2833.4063636363639
a91a36eb1f0f71c3bfff984db7b2948d872065c4,2014-08-20,sell,apartment,Argentina,Santa Fe,"-32.964643,-60.639219",82,68,1052.1408536585366
6645c543a80980ad6527f4fa5d2a7e8c672807e0,2014-10-18,sell,apartment,Argentina,Santa Fe,"-32.931084905,-60.658616781",165,117,2034.6303030303031
d612df7234cb6bcf5170ab18c6ac046aab2aa27d,2014-08-28,sell,apartment,Argentina,Santa Fe,"-32.9718155,-60.6461325",27,25,2145.3785185185184
d7e0dad6a73f8a9b01f73422413d53f7e07e444f,2014-07-23,sell,store,Argentina,Santa Fe,"-32.9558811,-60.6363503",106,106,2250.7190566037734
cd7727a2cb5175a1852e02e4071b6c1ec8ae90e7,2014-09-11,sell,apartment,Argentina,Santa Fe,"-32.9377338,-60.6775108",53,48,1366.7133962264149
e1fa7ab40ffe8a4007574124c4d25f072e5551a4,2014-07-30,sell,apartment,Argentina,Santa Fe,"-32.9542969,-60.637247",29,,1470.228275862069
54506279050acfe45f646b9adfee40844119e803,2014-09-19,sell,apartment,Argentina,Santa Fe,"-32.9545715,-60.6489543",24,,2166.6666666666665
9cab6bd4c5e43b70bea34df50846dc745daa428b,2014-11-07,sell,apartment,Argentina,Santa Fe,"-32.9613551564,-60.6346564672",98,70,1344.1556122448981
0000acfe0c5e237a8338d5950bd7e9c8e5265244,2014-09-19,sell,apartment,Argentina,Santa Fe,"-32.9540428,-60.6444774",37,35,2018.7543243243244
c3cf2203e00c47fb6761632e28b8ede38d26c141,2014-08-20,sell,apartment,Argentina,Santa Fe,"-33.0024335,-60.6701991",33,33,954.12787878787879
d72fa17f7e977befb22f4ff071d9152c04e801e4,2015-01-21,sell,apartment,Argentina,Santa Fe,"-32.966028,-60.6546585",56,50,1677.0346428571429
4cd0619f42a017294c996b3f8ef75ac9b4fc5686,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",44,39,1094.2609090909091
7ed6280644bec91620579974c90e5d4e5517bf05,2014-07-07,sell,apartment,Argentina,Santa Fe,"-32.9579172,-60.7049932",162,,281.99197530864194
812e0912d7a34cb9628a8d7056033cf7072d4958,2014-07-21,sell,apartment,Argentina,Santa Fe,"-32.9525549,-60.6309621",25,25,2925.4696000000004
7962c612d5e13c8646d5ee3fee6f136610f2342d,2014-09-11,sell,apartment,Argentina,Santa Fe,"-32.9377338,-60.6775108",53,45,1309.5415094339621
8ac3718cdedc1846d958a66b0310981981fc667f,2014-09-24,sell,apartment,Argentina,Santa Fe,"-32.9529324,-60.6446523",97,90,2020.6185567010309
9f53d138b061a30fd6352e189b843e0b7f6d7c35,2014-07-21,sell,apartment,Argentina,Santa Fe,"-32.9525549,-60.6309621",44,40,1791.9977272727272
650c0708c2297b91af29682401fc7ef396212a69,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",39,34,946.32948717948716
487cdaeb48a5fd319efd2b8267da2865a930c3ee,2014-08-28,sell,house,Argentina,Santa Fe,"-32.9777962,-60.6562555",196,174,591.83673469387759
602a7cc656bbf8967e14a9594307ca40208314f3,2014-07-28,sell,house,Argentina,Santa Fe,"-32.9285186545,-60.8144078339",350,270,700.0
e9aff36945ba46c82c0784c7bfd2c2974b1ab5ba,2014-07-21,sell,apartment,Argentina,Santa Fe,"-32.9525549,-60.6309621",82,72,2625.3832926829268
b9da33894a9ce5a462fe819272662af11747c92f,2014-07-23,sell,apartment,Argentina,Santa Fe,"-32.9558811,-60.6363503",63,59,2116.2139682539682
7d5fb4110e7e2ab46360faee2c8bd9e2320dd0af,2014-07-23,sell,apartment,Argentina,Santa Fe,"-32.9558811,-60.6363503",63,59,2064.939365079365
5ac709786ea71e63d8eb813705665562efd363a2,2014-10-18,sell,apartment,Argentina,Santa Fe,"-32.9310759,-60.6588099",112,96,2327.8035714285716
9fbec9cb8d1e4a7886e206f880c08f5990fc97d6,2014-08-20,sell,store,Argentina,Santa Fe,"-33.0024335,-60.6701991",34,34,853.07352941176475
68992e845de0837716fb3328281e59cbccb1171b,2014-08-20,sell,store,Argentina,Santa Fe,"-33.0034486,-60.6701314",29,29,2484.3858620689657
09a3bd38534cd82371ee596caee3b1757eb742b6,2014-12-05,sell,apartment,Argentina,Santa Fe,"-32.9474035,-60.6692966",49,36,1897.6679591836735
f32fca430ee20565b6979a2bda4179663cf1bc5c,2014-10-08,sell,apartment,Argentina,Santa Fe,"-32.956098,-60.6318322",53,46,1603.7175471698113
8a880e670fd5be94325dc3efc22de449a0374a70,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",63,41,948.935873015873
52b0b6263b0bb090b186a3253e58f1a8986f5103,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",34,30,1127.6197058823529
d79f1e323003bb347f1a8534f4a5bdad0329a31f,2014-09-19,sell,apartment,Argentina,Santa Fe,"-32.9514057,-60.6322999",32,32,1171.6459375
6c2ebb2da6d4271f0a569c60a81e0a2575b0ab45,2014-11-07,sell,house,Argentina,Santa Fe,"-32.9532555,-60.6629029",147,130,1428.5714285714287
7b633acd037c11048de187711a1f4faaec959752,2014-11-27,sell,apartment,Argentina,Santa Fe,"-32.9567809,-60.6432306",89,81,1740.5298876404495
f3c14b502be38cdb35d8b45a6ab0f0ccfa75d015,2014-12-04,sell,apartment,Argentina,Santa Fe,"-32.9368263,-60.6574113",73,35,603.92945205479452
9638882fc01a9565a2a74af971f57dbda63bf452,2014-07-14,sell,house,Argentina,Santa Fe,"-32.9777962,-60.6562555",220,,600.42986363636362
f5723d894dcfff3905ef962d4bb2e32563bf85e5,2014-11-20,sell,house,Argentina,Santa Fe,"-33.025433,-60.607082",275,90,341.80363636363637
ddfa2678178fb1164492b581ff3199733f8baefd,2015-01-21,sell,apartment,Argentina,Santa Fe,"-32.9459648,-60.6624947",62,62,1334.2072580645163
2e49d0e2c7353400101c08ae2be0fd8fb01b5211,2014-11-07,sell,apartment,Argentina,Santa Fe,"-32.9614631791,-60.6347852132",122,112,1474.8910655737704
f586d7c53e491131c3ffe06cbc82cfc23fee6e84,2014-07-30,sell,apartment,Argentina,Santa Fe,"-32.9542969,-60.637247",32,,1629.3203125
8a77a55765ba30c52d3368887393e3d89bb283f2,2015-01-28,sell,apartment,Argentina,Santa Fe,"-32.9127876,-60.6757414",71,71,1577.4647887323943
0f21995a9e3464f1db2a50915b0340d3265b3a58,2014-08-21,sell,apartment,Argentina,Santa Fe,"-32.9556963,-60.6363391",63,63,1326.2536507936506
ecaa256e7ca9a3d872df77c48a6fb821548c7d42,2014-08-19,sell,store,Argentina,Santa Fe,"-32.9507408,-60.6665001",24,24,1063.4983333333332
155e442199c342f1ed58927ea0812aac86a7025d,2014-08-06,sell,apartment,Argentina,Santa Fe,"-32.9418888,-60.6399881",28,25,2216.9
b6c0ea93240eed40c6db3a4465a7c15125ed22d1,2014-11-27,sell,house,Argentina,Santa Fe,"-32.9424396632,-60.69922305",207,105,408.09623188405794
161372524700a9a651dd9b31316ce9030e536b6d,2014-08-20,sell,apartment,Argentina,Santa Fe,"-33.0024335,-60.6701991",29,29,898.13931034482766
b0789052b878bd5334f7adc4deda2c80f44ba13b,2014-08-07,sell,house,Argentina,Santa Fe,"-32.927546083,-60.8471736992",280,190,1000.0
828a9c9d97494da8f21bfdc56f4a80b6305d359a,2014-09-11,sell,apartment,Argentina,Santa Fe,"-32.9377338,-60.6775108",37,37,1516.9018918918919
7676d4c63a064b7de31e1fa71f4da61f2376c496,2015-01-21,sell,apartment,Argentina,Santa Fe,"-32.9459648,-60.6624947",62,62,1288.8106451612903
cb93579f1d0fe49284aef175431e443b9c80bedf,2014-12-23,sell,house,Argentina,Santa Fe,"-32.9507408,-60.6665001",250,190,1120.0
f40bc70d09c0154e938fbe183cddceed6bb20087,2015-01-21,sell,apartment,Argentina,Santa Fe,"-32.9604849,-60.6489587",34,29,1057.8111764705882
