"user_id","install_time","platform","country_region","city","gender","min_age_range","max_age_range","event_1","event_2","event_3","event_4","event_5","target_churn_indicator"
"655fd6da",2018-07-02 00:27:13,"Android","Buenos Aires","Burzaco","male","13","17",2,2,0,1,3,0
"dc225dd4",2018-07-03 17:23:02,"Android","Chubut","Comodoro Rivadavia","male","13","17",3,4,0,2,3,1
"47cb4ba4",2018-06-30 16:50:49,"Android","Misiones","Montecarlo","female","18","20",6,16,0,3,2,1
"be447c72",2018-07-04 22:50:47,"Android","Cordoba","Pozo del Molle","male","18","20",48,78,5,16,11,0
"d48f38db",2018-07-04 19:28:56,"Android","Tucuman","Concepcion","male","18","20",5,11,0,6,2,0
"7197189",2018-07-02 13:55:59,"Android","Entre Rios","Gualeguay","male","18","20",2,25,0,3,3,1
"52c8912",2018-07-06 19:12:52,"Android","Cordoba","Córdoba","male","18","20",1,2,0,1,1,1
"8a8f750e",2018-07-01 15:20:11,"Android","Buenos Aires","Berazategui","male","18","20",8,8,1,2,4,0
"673d3cd8",2018-07-07 19:45:42,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",8,7,0,6,2,1
"116be3f2",2018-07-02 11:05:26,"Android","Misiones","Posadas","male","18","20",4,4,0,2,3,0
"b6f19c89",2018-07-05 00:27:57,"Android","Cordoba","Córdoba","male","13","17",5,5,0,2,3,1
"d8a43efb",2018-07-05 15:56:51,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",17,23,1,4,5,0
"666bc6",2018-07-01 04:39:35,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",4,7,0,2,3,0
"76915dc8",2018-07-04 20:05:17,"Android","Formosa","Formosa","male","18","20",8,28,0,11,5,0
"6c679c74",2018-07-07 01:12:51,"Android",NA,NA,"female","18","20",24,29,1,5,6,1
"6bcf7e1",2018-07-02 01:10:36,"Android","Neuquen","Neuquén","male","18","20",24,44,2,6,4,1
"97088fb4",2018-07-01 20:15:50,"Android","Tucuman","San Miguel de Tucumán","male","18","20",5,10,0,7,1,0
"6faf59ba",2018-07-04 16:09:18,"Android","Santa Fe","Villa Constitucion","male","18","20",110,111,2,9,28,0
"d1109ccd",2018-07-06 04:34:58,"Android","Buenos Aires","Quilmes","male","18","20",2,4,0,2,0,0
"9cf0d3db",2018-07-01 19:10:57,"Android","Tucuman","San Miguel de Tucumán","female","13","17",20,15,0,9,8,1
"e6a46c8c",2018-07-05 02:21:58,"Android","Buenos Aires","Olavarría","male","18","20",15,14,0,3,5,0
"8e246257",2018-07-01 01:53:05,"Android","Cordoba","Brinkmann","female","13","17",1,2,0,1,1,1
"6e84eeab",2018-07-04 00:02:51,"Android","Buenos Aires F.D.","Buenos Aires","male","13","17",18,44,0,9,6,0
"40fdacb2",2018-07-07 04:41:12,"Android","Santa Fe","Maciel","male","18","20",56,48,5,8,9,0
"595ee5bf",2018-07-04 16:59:35,"Android","Entre Rios","Gualeguaychú","male","18","20",0,3,0,4,0,0
"d7f08cfb",2018-07-01 19:01:47,"Android","Buenos Aires","Azul","female","13","17",10,38,0,4,4,0
"f0df5286",2018-07-03 00:47:03,"Android","Buenos Aires","Berisso","male","18","20",9,11,0,1,4,1
"6ab3b2a3",2018-07-05 19:03:58,"Android","San Juan","San Juan","female","13","17",40,52,3,4,4,0
"a648bc4",2018-07-01 18:57:54,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",14,25,1,3,5,0
"f6098bc5",2018-07-06 00:41:30,"Android","Cordoba","Carrilobo","female","18","20",3,2,0,6,2,0
"649309e3",2018-07-05 23:09:21,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",7,9,2,8,2,1
"c13106a2",2018-07-02 01:18:56,"Android","Buenos Aires","Mar del Plata","male","18","20",20,20,0,4,1,0
"6de35c81",2018-07-03 19:38:40,"Android","Cordoba","Marcos Juarez","female","13","17",3,1,0,1,3,1
"2d6e5546",2018-07-05 18:18:56,"Android","Buenos Aires","Pilar","male","13","17",11,16,0,7,4,0
"21ec0c7a",2018-07-07 15:42:52,"Android","Chaco","Resistencia","male","13","17",5,5,0,1,5,1
"285bc9e8",2018-07-06 01:32:07,"Android","Buenos Aires","Pilar","male","18","20",1,0,0,1,0,0
"ee58470a",2018-07-05 00:10:58,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",4,6,0,5,2,0
"97ec4b42",2018-07-07 14:42:56,"Android","Jujuy","San Salvador de Jujuy","male","13","17",12,12,0,3,4,1
"db427ad3",2018-07-07 23:57:49,"Android","Chaco","Resistencia","female","18","20",12,12,0,3,2,0
"b5ed6112",2018-07-04 00:26:57,"Android","Cordoba","Córdoba","male","18","20",14,13,0,6,4,0
"1f8c90ba",2018-07-02 01:57:18,"Android","Formosa","Formosa","female","13","17",23,55,1,4,10,1
"5d011265",2018-07-03 00:34:33,"Android","Buenos Aires","Zárate","male","18","20",2,2,0,1,2,1
"9ea4257b",2018-07-01 05:07:06,"Android","La Pampa","Santa Rosa","male","18","20",2,1,0,2,3,1
"a446fd95",2018-06-30 20:12:54,"Android","Buenos Aires","Burzaco","male","18","20",6,6,0,4,6,1
"4e99e4c7",2018-07-06 05:17:46,"Android","Buenos Aires","Ituzaingo","male","13","17",7,7,0,1,2,0
"63e89c2c",2018-07-03 12:32:07,"Android","Buenos Aires","Coronel Pringles","female","18","20",1,4,0,1,2,1
"8600b815",2018-07-02 00:57:02,"Android","Jujuy","San Salvador de Jujuy","female","18","20",11,11,0,24,1,0
"ea0a2172",2018-06-30 00:30:37,"Android",NA,NA,"female","13","17",14,27,0,2,7,1
"7cc20f5",2018-07-06 17:32:44,"Android","Buenos Aires","Pilar","male","18","20",25,23,1,4,3,0
"6cdc8212",2018-07-07 21:01:50,"Android","Cordoba","Córdoba","male","13","17",10,43,1,1,5,0
"180e6738",2018-07-05 16:57:04,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",13,13,1,6,7,0
"18f393",2018-07-01 03:49:32,"Android","Buenos Aires","Berazategui","male","13","17",8,52,1,10,4,0
"edb9a669",2018-07-03 01:01:07,"Android","Tucuman","San Miguel de Tucumán","male","18","20",0,0,0,1,0,0
"83e9c4d4",2018-06-30 23:10:56,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",0,0,0,1,0,1
"f0221041",2018-07-05 15:54:47,"Android","Santiago del Estero","La Banda","male","18","20",4,4,0,1,4,1
"62caffd6",2018-07-01 15:31:42,"Android","Buenos Aires","Lomas de Zamora","female","13","17",4,1,0,1,3,1
"618d2f4f",2018-07-04 20:48:57,"Android","Entre Rios","Villa Angelica","female","18","20",47,43,1,11,13,0
"c680a31a",2018-07-04 18:43:58,"Android","Buenos Aires","Jose Leon Suarez","male","13","17",1,1,0,1,2,1
"92f5252b",2018-07-01 23:13:56,"Android","Buenos Aires","Berazategui","male","13","17",3,7,0,1,3,1
"75e477c5",2018-07-01 19:17:03,"Android","Entre Rios","Villa Angelica","male","13","17",5,5,0,2,7,0
"5f6b4655",2018-07-01 23:16:32,"Android","Buenos Aires","San Isidro","male","18","20",8,9,0,3,7,0
"8f1196a3",2018-07-03 15:38:29,"Android","Buenos Aires","Hurlingham","female","13","17",1,1,0,4,1,1
"ef9f37ee",2018-07-07 12:37:34,"Android","Buenos Aires","Berisso","female","18","20",7,8,0,3,8,0
"a0e0966a",2018-07-07 16:11:53,"Android","Buenos Aires F.D.",NA,"male","13","17",5,25,0,2,4,0
"2cb9ec9b",2018-07-03 13:43:41,"Android","Cordoba","Córdoba","male","18","20",0,0,0,1,0,0
"53ce0a9c",2018-06-30 14:22:28,"Android","Cordoba","Córdoba","female","18","20",1,1,0,1,1,1
"298b8dd7",2018-07-03 22:07:34,"Android","Salta","Salta","female","18","20",2,2,0,2,3,0
"c706964b",2018-07-05 09:49:50,"Android","Entre Rios","Paraná","female","13","17",5,19,0,1,5,1
"6c0274d5",2018-07-07 01:44:55,"Android","Buenos Aires","Villa Ballester","female","18","20",8,8,0,1,6,1
"6a008749",2018-07-05 05:52:03,"Android","Salta","Salta","male","18","20",35,34,1,5,3,0
"9f3e3ef",2018-07-06 19:13:26,"Android","Entre Rios","Villa Angelica","female","18","20",0,0,0,3,0,0
"99aa3295",2018-07-07 18:10:01,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",10,10,0,2,6,0
"283b2e4",2018-06-30 01:33:03,"Android","Santa Fe","Santo Tome","male","18","20",7,6,0,3,1,1
"c9c08acb",2018-06-30 00:38:38,"Android","Buenos Aires","Hurlingham","male","18","20",1,1,0,1,2,1
"ad6cc767",2018-07-01 02:46:50,"Android","Buenos Aires","Esteban Echeverria","female","13","17",0,3,0,1,1,1
"8f02aa5e",2018-07-04 23:03:28,"Android","Mendoza","Godoy Cruz","female","18","20",3,9,0,1,3,0
"d9abf48b",2018-07-02 20:56:56,"Android","Santa Fe","Arequito","female","18","20",19,14,2,4,5,1
"3bf32562",2018-07-01 03:58:20,"Android","Tierra del Fuego","Ushuaia","female","18","20",62,71,2,10,17,0
"7c1c47b7",2018-07-05 22:07:17,"iOS","Cordoba","Córdoba","male","18","20",6,6,0,5,6,1
"10e0e50a",2018-07-02 23:37:17,"Android","Buenos Aires","Mar del Tuyu","female","18","20",10,13,0,5,2,0
"5624ca4f",2018-07-02 02:39:02,"Android",NA,NA,"male","13","17",1,2,0,1,1,1
"f363108f",2018-07-02 23:02:02,"Android","San Juan","San Juan","female","13","17",20,41,1,3,7,0
"eb87b5a2",2018-07-01 15:06:52,"Android","Buenos Aires","Nicanor Olivera","female","13","17",6,9,0,3,6,1
"879763ca",2018-07-04 04:37:06,"Android","Buenos Aires","Lanus","male","18","20",10,7,1,3,2,0
"12cbbfac",2018-07-07 21:56:01,"Android","Buenos Aires","Cerrito","female","18","20",9,6,0,5,1,0
"316e0301",2018-07-07 01:14:00,"Android","Buenos Aires","Rafael Castillo","female","18","20",4,4,0,2,5,1
"856cac5c",2018-07-01 03:41:04,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",1,1,0,2,1,1
"5147c70e",2018-07-06 04:33:59,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",1,0,0,4,3,1
"daacd948",2018-07-02 17:18:02,"Android","Cordoba","Córdoba","male","18","20",3,3,0,2,0,1
"4dc70d4a",2018-07-02 19:15:09,"iOS","Buenos Aires F.D.","Buenos Aires","male","18","20",10,26,0,6,11,1
"fc840c0c",2018-07-01 23:46:44,"Android","Buenos Aires","Baradero","female","18","20",4,5,0,2,3,1
"f3330785",2018-07-04 22:11:45,"Android","Buenos Aires","Ciudadela","male","13","17",0,0,0,3,0,1
"1c0d016c",2018-07-01 14:41:58,"Android","Santa Fe","Rosario","male","13","17",3,3,0,2,1,0
"1aacf7fb",2018-07-05 19:52:05,"Android","Buenos Aires","Lomas de Zamora","female","13","17",2,4,0,2,1,1
"eb0398a3",2018-07-03 18:37:24,"Android","Cordoba","Córdoba","male","13","17",0,0,0,3,0,0
"1d222e8",2018-07-07 23:06:35,"Android","Santa Cruz","Perito Moreno","male","18","20",46,37,4,14,7,1
"e6449f27",2018-07-01 21:19:12,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",2,1,0,2,3,1
"5673df66",2018-06-30 15:16:35,"Android","Buenos Aires","Laferrere","male","18","20",9,28,0,4,8,1
"9b39d148",2018-07-06 01:48:43,"Android","Santa Fe","Roldan","female","13","17",5,5,1,5,1,0
"dd08cc51",2018-07-01 20:02:01,"Android","Buenos Aires","Gonzalez Catan","female","18","20",0,0,0,1,0,1
"564287ae",2018-07-02 21:40:47,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",0,0,0,1,0,1
"3f43c2d9",2018-07-03 19:56:33,"Android","Neuquen","Neuquén","male","13","17",4,10,0,3,3,1
"bec02963",2018-07-01 21:21:22,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",14,19,0,5,5,0
"9ebbb671",2018-07-05 23:08:03,"Android","Buenos Aires","San Miguel","male","18","20",6,6,0,3,2,0
"78e6f45e",2018-07-01 22:10:54,"Android","Buenos Aires","Wilde","female","13","17",52,49,4,12,2,0
"db3ccb64",2018-07-02 13:30:43,"Android","Buenos Aires","Libertad","male","18","20",27,28,1,7,8,0
"215377ea",2018-07-01 01:56:25,"Android","Tucuman","San Miguel de Tucumán","female","18","20",8,8,0,4,0,0
"b774098c",2018-07-06 14:20:07,"Android","Buenos Aires","Tigre","male","18","20",6,6,0,1,6,0
"460798a3",2018-07-01 16:36:28,"Android","Tucuman","Concepcion","male","18","20",13,18,0,6,9,0
"4a359547",2018-07-07 15:09:07,"Android","Entre Rios","Villa Angelica","male","13","17",25,18,3,17,7,0
"ed962c5d",2018-07-05 22:24:26,"Android","La Pampa","Anguil","male","18","20",6,5,6,5,0,0
"f2c04547",2018-07-04 19:53:39,"Android","Entre Rios","Federal","male","18","20",40,43,0,6,19,0
"1b4435fe",2018-07-06 20:48:36,"Android","La Rioja","Chamical","female","18","20",41,38,3,12,3,0
"444d4e8e",2018-07-05 01:41:21,"Android","Buenos Aires","Moron","male","18","20",5,32,0,3,2,0
"26572216",2018-07-02 17:07:57,"Android","Buenos Aires","Villa Gesell","female","18","20",1,1,0,1,1,1
"1a040de3",2018-07-05 02:16:51,"Android","Cordoba","Córdoba","male","13","17",12,12,0,1,13,1
"b04e8c5a",2018-06-30 18:17:42,"Android","Salta","Salta","female","18","20",1,1,0,1,1,1
"f1f68c40",2018-07-01 02:16:44,"Android","Buenos Aires","Villa Ballester","female","18","20",2,2,0,3,2,1
"ca2efa3a",2018-06-30 20:33:50,"Android","Buenos Aires",NA,"male","18","20",0,0,0,1,1,1
"cf124451",2018-07-01 13:32:54,"Android","Buenos Aires","Glew","female","18","20",0,0,0,1,1,1
"d750007c",2018-07-03 06:31:36,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",12,16,1,7,5,0
"cc4b5d95",2018-06-30 22:33:25,"Android","Salta","Salta","female","13","17",0,0,0,2,0,1
"525fce31",2018-07-01 21:02:22,"Android","Chubut","Boca de la Zanja","female","18","20",0,1,0,2,0,0
"d55909ce",2018-07-03 22:40:43,"Android","Cordoba","Córdoba","male","18","20",13,19,0,5,5,0
"e59f6c47",2018-07-06 18:46:21,"Android","Buenos Aires","Lomas del Mirador","female","13","17",0,0,0,1,1,1
"c6ed2c5a",2018-07-03 06:08:43,"Android","Buenos Aires","Berazategui","female","18","20",26,30,0,8,6,0
"b77df245",2018-07-01 00:45:40,"Android","Buenos Aires","Colon","female","18","20",50,149,5,11,4,0
"4488e3e3",2018-07-05 06:22:36,"Android","Jujuy","San Salvador de Jujuy","female","18","20",2,19,0,2,3,1
"89f59d8d",2018-07-07 00:54:36,"Android","Buenos Aires","Glew","female","13","17",26,25,1,6,11,1
"7d6fd91c",2018-07-03 19:37:34,"Android","Cordoba","Córdoba","male","18","20",11,16,0,3,2,1
"aa85f8d0",2018-07-03 18:14:25,"Android","Buenos Aires",NA,"male","18","20",10,9,0,3,1,1
"ec6b2d9b",2018-07-06 01:10:40,"Android","Entre Rios","General Ramirez","female","18","20",9,9,0,3,2,1
"1d445499",2018-07-07 18:44:18,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",6,7,0,1,2,0
"8722ccd",2018-07-03 01:10:55,"Android","Santiago del Estero","Termas de Rio Hondo","male","18","20",0,0,1,1,0,0
"46f30679",2018-07-07 05:47:39,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",6,11,0,1,3,1
"252de26f",2018-07-01 18:29:20,"Android","Tucuman","Monteros","male","13","17",15,14,0,4,8,1
"8efa3ac",2018-07-05 22:52:05,"iOS","Buenos Aires F.D.",NA,"female","18","20",17,26,1,4,4,1
"10e6dde5",2018-07-03 22:40:08,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",22,18,0,8,5,0
"f9ef01e4",2018-07-04 23:35:22,"Android","Santa Fe","San Justo","male","13","17",9,13,0,1,3,1
"f7ae1ff",2018-07-02 20:10:11,"Android","Cordoba","Córdoba","female","18","20",47,49,0,14,16,0
"37930e5d",2018-07-01 15:15:26,"Android","Santa Fe","Villa Constitucion","male","13","17",0,0,0,5,0,1
"5fa16708",2018-07-04 23:48:25,"Android","Tucuman","San Miguel de Tucumán","male","18","20",3,3,0,1,3,1
"325dd7d3",2018-07-07 05:10:56,"Android","Entre Rios","Villa Maria Grande","female","13","17",10,55,1,7,3,0
"aef86ac5",2018-07-03 18:35:49,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",1,1,0,1,1,1
"a435604a",2018-07-06 18:26:55,"Android","Cordoba","Córdoba","female","18","20",0,0,0,3,0,1
"b0884da8",2018-07-01 16:29:46,"Android","Cordoba","Canada de Machado","female","18","20",4,6,0,4,1,1
"969e5b27",2018-07-05 01:05:41,"Android","Cordoba","Córdoba","male","18","20",89,79,5,19,15,0
"8b48afa6",2018-07-07 05:01:01,"Android","Cordoba","Córdoba","male","18","20",64,68,1,13,26,1
"91b39f6b",2018-07-02 02:43:53,"Android","Buenos Aires","Saenz Pena","male","13","17",4,3,0,2,4,0
"69dc7f2",2018-07-05 03:04:03,"Android","Buenos Aires","Tigre","female","18","20",22,29,0,5,6,1
"63a0e189",2018-07-07 19:37:37,"Android","San Juan","San Juan","female","18","20",13,11,0,8,4,1
"91681a65",2018-06-30 17:06:07,"Android","Cordoba","Córdoba","male","13","17",3,3,0,1,3,1
"c341e316",2018-07-02 23:10:56,"Android","Buenos Aires F.D.","Buenos Aires","female","18","20",13,14,0,1,4,0
"18839b56",2018-07-01 23:39:18,"Android","Cordoba","Córdoba","female","18","20",3,4,0,3,3,1
"dac35fd",2018-07-03 14:28:24,"Android","Buenos Aires F.D.","Buenos Aires","female","13","17",89,281,2,17,31,0
"8f1e590b",2018-07-07 14:10:36,"Android","Chaco","Resistencia","female","18","20",37,39,0,6,9,0
"287e7cf2",2018-07-02 22:47:59,"Android","Santa Fe","San Martin de las Escobas","female","18","20",4,10,0,5,2,1
"3cac861",2018-07-03 22:08:33,"Android","Buenos Aires","Los Polvorines","female","18","20",14,17,0,6,10,0
"e884041f",2018-07-02 12:49:26,"Android","Buenos Aires","Bahía Blanca","female","18","20",4,7,0,1,3,0
"53ef399f",2018-07-02 00:59:18,"Android","Buenos Aires","Florencio Varela","female","18","20",4,4,0,2,2,1
"3dec4ca5",2018-06-30 02:32:49,"Android","La Pampa","Colonia Baron","female","13","17",124,125,4,23,22,1
"ce814b53",2018-07-02 19:19:44,"Android","Salta","Salta","female","13","17",3,1,0,1,3,1
"4144daf4",2018-07-04 15:31:00,"Android","Cordoba","Córdoba","male","18","20",2,4,0,2,2,1
"4a66773a",2018-07-01 23:48:42,"Android","Buenos Aires","Colon","female","13","17",3,3,0,1,3,1
"d7b2fb5b",2018-07-07 15:50:42,"Android","La Pampa","Guatrache","male","13","17",6,6,0,3,1,0
"f485db92",2018-07-05 10:46:13,"Android","Tucuman","San Miguel de Tucumán","female","18","20",6,23,0,5,7,1
"9235adf1",2018-06-30 03:39:56,"iOS","Entre Ríos Province","Federal","unknown","18","20",8,8,0,2,3,1
"48988613",2018-07-02 02:01:19,"Android","Buenos Aires F.D.",NA,"female","13","17",4,3,0,2,3,1
"78f76c5",2018-07-03 23:25:14,"Android","Cordoba","Oliva","male","18","20",26,59,0,7,10,1
"f09b001b",2018-07-07 00:55:21,"Android","Mendoza","Mendoza","male","13","17",3,4,0,2,1,1
"52c642c5",2018-07-04 03:26:12,"Android","Buenos Aires","Bahía Blanca","female","18","20",0,0,0,1,0,1
"40576895",2018-07-07 18:09:03,"Android","Cordoba","Córdoba","male","18","20",7,4,0,2,8,1
"6ba34de4",2018-07-02 00:23:44,"Android","Cordoba","Córdoba","male","13","17",3,5,0,1,4,1
"1b3a4a51",2018-07-01 23:01:00,"Android","Buenos Aires","Zárate","female","18","20",38,40,3,7,9,0
"7eda8bfc",2018-07-03 02:40:29,"Android","Buenos Aires F.D.",NA,"female","18","20",1,1,0,1,1,0
"ee67ab7b",2018-07-07 01:34:32,"Android","Buenos Aires","Esteban Echeverria","female","18","20",8,8,0,3,7,0
"2ca699f9",2018-07-06 17:23:24,"Android","Buenos Aires","Hurlingham","female","13","17",14,20,0,4,8,0
"890e0904",2018-07-03 18:12:14,"Android","Buenos Aires","Esteban Echeverria","female","18","20",3,3,0,1,0,1
"72114f6d",2018-07-06 13:48:51,"Android","Buenos Aires","Mariano Moreno","female","13","17",4,3,0,2,3,0
"15b02226",2018-07-07 06:18:17,"Android","Buenos Aires","Mariano Moreno","female","18","20",11,9,0,7,6,1
"eb5dfc71",2018-07-01 07:38:00,"Android","Chaco","Castelli","male","18","20",5,8,0,1,2,0
"8d268051",2018-07-04 23:47:23,"Android","San Luis","San Luis","female","18","20",2,4,0,12,3,1
"c944ac10",2018-07-04 18:06:58,"Android","Buenos Aires F.D.","Buenos Aires","male","18","20",41,147,2,8,11,0
